,,,,,,,,,,,,,,,,,,,,
,登録番号,氏名,コース,進入率(%),3連対率(%),1着率(%),2着率(%),3着率(%),平均ST,平均スタート順,,,,,,,,,,
,3686,鳥居塚孝博,4,16.5%,52.4%,14.3%,19.0%,19.0%,0.15,2.80,,,,,,,,,,
,3686,鳥居塚孝博,5,17.3%,63.6%,4.5%,27.3%,31.8%,0.14,2.80,,,,,,,,,,
,3686,鳥居塚孝博,6,14.2%,27.8%,0.0%,11.1%,16.7%,0.17,3.80,,,,,,,,,,
,3826,村田修次,1,21.5%,82.6%,52.2%,21.7%,8.7%,0.16,2.30,,,,,,,,,,
,3826,村田修次,2,15.9%,47.1%,11.8%,17.6%,17.6%,0.12,2.60,,,,,,,,,,
,3826,村田修次,3,15.9%,82.4%,11.8%,35.3%,35.3%,0.15,2.80,,,,,,,,,,
,3826,村田修次,4,14.0%,60.0%,6.7%,33.3%,20.0%,0.14,2.90,,,,,,,,,,
,3826,村田修次,5,20.6%,45.5%,4.5%,13.6%,27.3%,0.16,3.30,,,,,,,,,,
,3826,村田修次,6,12.1%,46.2%,0.0%,15.4%,30.8%,0.16,3.50,,,,,,,,,,
,4381,田路朋史,1,22.0%,81.5%,48.1%,14.8%,18.5%,0.20,4.10,,,,,,,,,,
,4381,田路朋史,2,17.1%,66.7%,23.8%,33.3%,9.5%,0.17,3.00,,,,,,,,,,
,4381,田路朋史,3,13.8%,70.6%,41.2%,23.5%,5.9%,0.15,2.70,,,,,,,,,,
,4381,田路朋史,4,15.4%,57.9%,15.8%,5.3%,36.8%,0.14,2.50,,,,,,,,,,
,4381,田路朋史,5,18.7%,47.8%,0.0%,17.4%,30.4%,0.15,2.40,,,,,,,,,,
,4381,田路朋史,6,13.0%,12.5%,0.0%,6.2%,6.2%,0.18,4.00,,,,,,,,,,
,5054,佐々木大河,1,15.5%,81.2%,62.5%,6.2%,12.5%,0.14,2.40,,,,,,,,,,
,5054,佐々木大河,2,15.5%,68.8%,25.0%,18.8%,25.0%,0.16,2.90,,,,,,,,,,
,5054,佐々木大河,3,15.5%,68.8%,31.2%,12.5%,25.0%,0.15,2.90,,,,,,,,,,
,5054,佐々木大河,4,22.3%,69.6%,13.0%,34.8%,21.7%,0.14,3.10,,,,,,,,,,
,5054,佐々木大河,5,18.4%,31.6%,10.5%,10.5%,10.5%,0.12,2.80,,,,,,,,,,
,5054,佐々木大河,6,12.6%,38.5%,7.7%,7.7%,23.1%,0.18,3.60,,,,,,,,,,
,5087,佐藤航,1,21.0%,76.0%,52.0%,24.0%,0.0%,0.15,3.00,,,,,,,,,,
,5087,佐藤航,2,17.6%,76.2%,23.8%,28.6%,23.8%,0.16,2.80,,,,,,,,,,
,5087,佐藤航,3,14.3%,64.7%,11.8%,23.5%,29.4%,0.16,3.50,,,,,,,,,,
,5087,佐藤航,4,16.8%,65.0%,10.0%,25.0%,30.0%,0.14,2.80,,,,,,,,,,
,5087,佐藤航,5,12.6%,46.7%,20.0%,6.7%,20.0%,0.14,2.30,,,,,,,,,,
,5087,佐藤航,6,17.6%,28.6%,0.0%,19.0%,9.5%,0.16,3.70,,,,,,,,,,
,4369,丹下将,1,19.4%,87.5%,66.7%,20.8%,0.0%,0.15,2.90,,,,,,,,,,
,4369,丹下将,2,16.9%,42.9%,9.5%,19.0%,14.3%,0.17,4.20,,,,,,,,,,
,4369,丹下将,3,18.5%,65.2%,21.7%,21.7%,21.7%,0.15,3.80,,,,,,,,,,
,4369,丹下将,4,14.5%,77.8%,33.3%,33.3%,11.1%,0.16,3.10,,,,,,,,,,
,4369,丹下将,5,16.9%,42.9%,14.3%,14.3%,14.3%,0.16,3.00,,,,,,,,,,
,4369,丹下将,6,13.7%,11.8%,0.0%,5.9%,5.9%,0.19,4.40,,,,,,,,,,
,4793,金子萌,1,17.0%,73.9%,65.2%,4.3%,4.3%,0.14,2.60,,,,,,,,,,
,4793,金子萌,2,16.3%,68.2%,27.3%,18.2%,22.7%,0.13,2.40,,,,,,,,,,
,4793,金子萌,3,18.5%,68.0%,16.0%,36.0%,16.0%,0.14,2.60,,,,,,,,,,
,4793,金子萌,4,13.3%,61.1%,22.2%,16.7%,22.2%,0.15,3.50,,,,,,,,,,
,4793,金子萌,5,20.0%,51.9%,3.7%,33.3%,14.8%,0.14,2.60,,,,,,,,,,
,4793,金子萌,6,14.8%,20.0%,0.0%,10.0%,10.0%,0.13,3.90,,,,,,,,,,
,4977,馬野耀,1,18.0%,81.8%,45.5%,22.7%,13.6%,0.18,3.70,,,,,,,,,,
,4977,馬野耀,2,14.8%,66.7%,16.7%,33.3%,16.7%,0.17,4.00,,,,,,,,,,
,4977,馬野耀,3,20.5%,56.0%,20.0%,12.0%,24.0%,0.14,2.70,,,,,,,,,,
,4977,馬野耀,4,16.4%,80.0%,15.0%,25.0%,40.0%,0.14,2.10,,,,,,,,,,
,4977,馬野耀,5,18.9%,52.2%,13.0%,21.7%,17.4%,0.15,3.50,,,,,,,,,,
,4977,馬野耀,6,11.5%,28.6%,0.0%,7.1%,21.4%,0.16,4.00,,,,,,,,,,
,5010,宇留田翔平,1,17.9%,100.0%,63.2%,31.6%,5.3%,0.15,2.50,,,,,,,,,,
,5010,宇留田翔平,2,15.1%,56.2%,18.8%,18.8%,18.8%,0.15,2.60,,,,,,,,,,
,5010,宇留田翔平,3,17.9%,47.4%,15.8%,15.8%,15.8%,0.18,3.20,,,,,,,,,,
,5010,宇留田翔平,4,20.8%,45.5%,13.6%,22.7%,9.1%,0.16,2.70,,,,,,,,,,
,5010,宇留田翔平,5,17.9%,42.1%,0.0%,31.6%,10.5%,0.14,2.10,,,,,,,,,,
,5010,宇留田翔平,6,10.4%,54.5%,9.1%,9.1%,36.4%,0.12,2.70,,,,,,,,,,
,5096,上原崚,1,20.0%,85.7%,71.4%,14.3%,0.0%,0.12,2.10,,,,,,,,,,
,5096,上原崚,2,16.4%,65.2%,8.7%,39.1%,17.4%,0.13,2.60,,,,,,,,,,
,5096,上原崚,3,17.1%,62.5%,25.0%,25.0%,12.5%,0.13,2.00,,,,,,,,,,
,5096,上原崚,4,16.4%,52.2%,4.3%,26.1%,21.7%,0.13,2.40,,,,,,,,,,
,5096,上原崚,5,14.3%,35.0%,5.0%,10.0%,20.0%,0.11,2.40,,,,,,,,,,
,5096,上原崚,6,15.7%,22.7%,0.0%,4.5%,18.2%,0.14,2.80,,,,,,,,,,
,3873,別府昌樹,1,19.4%,88.5%,61.5%,23.1%,3.8%,0.18,3.30,,,,,,,,,,
,3873,別府昌樹,2,16.4%,50.0%,9.1%,18.2%,22.7%,0.17,3.40,,,,,,,,,,
,3873,別府昌樹,3,19.4%,65.4%,11.5%,34.6%,19.2%,0.15,3.20,,,,,,,,,,
,3873,別府昌樹,4,11.9%,43.8%,18.8%,6.2%,18.8%,0.14,2.50,,,,,,,,,,
,3873,別府昌樹,5,16.4%,54.5%,9.1%,18.2%,27.3%,0.15,2.90,,,,,,,,,,
,3873,別府昌樹,6,16.4%,50.0%,0.0%,31.8%,18.2%,0.18,3.70,,,,,,,,,,
,4254,川島圭司,1,19.4%,92.3%,73.1%,15.4%,3.8%,0.13,2.20,,,,,,,,,,
,4254,川島圭司,2,14.9%,75.0%,35.0%,20.0%,20.0%,0.14,2.60,,,,,,,,,,
,4254,川島圭司,3,20.9%,53.6%,3.6%,25.0%,25.0%,0.14,2.50,,,,,,,,,,
,4254,川島圭司,4,17.9%,54.2%,8.3%,12.5%,33.3%,0.11,2.60,,,,,,,,,,
,4254,川島圭司,5,13.4%,33.3%,5.6%,27.8%,0.0%,0.13,2.70,,,,,,,,,,
,4254,川島圭司,6,13.4%,27.8%,0.0%,11.1%,16.7%,0.13,2.80,,,,,,,,,,
,4718,北川太一,1,21.1%,84.6%,65.4%,15.4%,3.8%,0.14,3.20,,,,,,,,,,
,4718,北川太一,2,12.2%,60.0%,13.3%,13.3%,33.3%,0.15,3.20,,,,,,,,,,
,4718,北川太一,3,18.7%,56.5%,30.4%,13.0%,13.0%,0.15,3.30,,,,,,,,,,
,4718,北川太一,4,17.9%,59.1%,4.5%,36.4%,18.2%,0.14,3.20,,,,,,,,,,
,4718,北川太一,5,14.6%,55.6%,16.7%,11.1%,27.8%,0.14,3.50,,,,,,,,,,
,4718,北川太一,6,15.4%,26.3%,5.3%,10.5%,10.5%,0.15,3.80,,,,,,,,,,
,4000,松本博昭,1,20.0%,89.7%,69.0%,13.8%,6.9%,0.16,2.80,,,,,,,,,,
,4000,松本博昭,2,13.1%,68.4%,10.5%,31.6%,26.3%,0.17,3.90,,,,,,,,,,
,4000,松本博昭,3,22.1%,65.6%,28.1%,15.6%,21.9%,0.17,3.30,,,,,,,,,,
,4000,松本博昭,4,13.1%,52.6%,10.5%,15.8%,26.3%,0.16,3.50,,,,,,,,,,
,4000,松本博昭,5,17.2%,28.0%,0.0%,4.0%,24.0%,0.17,3.30,,,,,,,,,,
,4000,松本博昭,6,14.5%,38.1%,4.8%,9.5%,23.8%,0.17,3.70,,,,,,,,,,
,4053,芦澤望,1,19.3%,73.9%,60.9%,8.7%,4.3%,0.16,2.70,,,,,,,,,,
,4053,芦澤望,2,16.0%,78.9%,26.3%,36.8%,15.8%,0.14,2.60,,,,,,,,,,
,4053,芦澤望,3,18.5%,63.6%,18.2%,9.1%,36.4%,0.14,2.40,,,,,,,,,,
,4053,芦澤望,4,14.3%,41.2%,17.6%,5.9%,17.6%,0.13,2.60,,,,,,,,,,
,4053,芦澤望,5,17.6%,42.9%,4.8%,23.8%,14.3%,0.13,2.50,,,,,,,,,,
,4053,芦澤望,6,14.3%,35.3%,0.0%,11.8%,23.5%,0.19,3.40,,,,,,,,,,
,4199,北川潤二,1,21.9%,96.7%,60.0%,26.7%,10.0%,0.14,2.10,,,,,,,,,,
,4199,北川潤二,2,31.4%,48.8%,7.0%,16.3%,25.6%,0.15,3.00,,,,,,,,,,
,4199,北川潤二,3,20.4%,64.3%,7.1%,28.6%,28.6%,0.13,2.80,,,,,,,,,,
,4199,北川潤二,4,22.6%,54.8%,12.9%,9.7%,32.3%,0.15,2.60,,,,,,,,,,
,4199,北川潤二,5,3.6%,20.0%,20.0%,0.0%,0.0%,0.18,3.60,,,,,,,,,,
,4199,北川潤二,6,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,5104,山田丈,1,20.0%,57.1%,38.1%,14.3%,4.8%,0.16,3.40,,,,,,,,,,
,5104,山田丈,2,18.1%,68.4%,26.3%,36.8%,5.3%,0.13,2.50,,,,,,,,,,
,5104,山田丈,3,17.1%,66.7%,22.2%,16.7%,27.8%,0.13,2.20,,,,,,,,,,
,5104,山田丈,4,17.1%,61.1%,22.2%,16.7%,22.2%,0.14,2.50,,,,,,,,,,
,5104,山田丈,5,15.2%,56.2%,6.2%,25.0%,25.0%,0.17,3.00,,,,,,,,,,
,5104,山田丈,6,12.4%,23.1%,15.4%,7.7%,0.0%,0.15,3.50,,,,,,,,,,
,4501,樋口由加里,1,17.6%,87.5%,58.3%,20.8%,8.3%,0.12,2.30,,,,,,,,,,
,4501,樋口由加里,2,17.6%,62.5%,20.8%,25.0%,16.7%,0.14,2.60,,,,,,,,,,
,4501,樋口由加里,3,14.7%,75.0%,10.0%,30.0%,35.0%,0.15,3.20,,,,,,,,,,
,4501,樋口由加里,4,19.1%,65.4%,11.5%,30.8%,23.1%,0.15,2.70,,,,,,,,,,
,4501,樋口由加里,5,17.6%,41.7%,12.5%,8.3%,20.8%,0.16,2.90,,,,,,,,,,
,4501,樋口由加里,6,13.2%,22.2%,5.6%,5.6%,11.1%,0.14,3.10,,,,,,,,,,
,4519,清水沙樹,1,17.6%,88.9%,50.0%,27.8%,11.1%,0.16,2.80,,,,,,,,,,
,4519,清水沙樹,2,17.6%,61.1%,11.1%,33.3%,16.7%,0.18,3.20,,,,,,,,,,
,4519,清水沙樹,3,21.6%,50.0%,9.1%,36.4%,4.5%,0.13,2.30,,,,,,,,,,
,4519,清水沙樹,4,17.6%,66.7%,27.8%,22.2%,16.7%,0.15,2.60,,,,,,,,,,
,4519,清水沙樹,5,18.6%,31.6%,26.3%,0.0%,5.3%,0.13,2.20,,,,,,,,,,
,4519,清水沙樹,6,6.9%,14.3%,0.0%,0.0%,14.3%,0.16,2.60,,,,,,,,,,
,4958,溝口海義也,1,19.1%,76.0%,68.0%,4.0%,4.0%,0.14,2.40,,,,,,,,,,
,4958,溝口海義也,2,16.8%,59.1%,22.7%,18.2%,18.2%,0.15,3.20,,,,,,,,,,
,4958,溝口海義也,3,16.0%,66.7%,14.3%,33.3%,19.0%,0.14,2.30,,,,,,,,,,
,4958,溝口海義也,4,16.8%,72.7%,18.2%,27.3%,27.3%,0.13,2.40,,,,,,,,,,
,4958,溝口海義也,5,14.5%,52.6%,5.3%,5.3%,42.1%,0.13,3.20,,,,,,,,,,
,4958,溝口海義也,6,16.8%,27.3%,0.0%,0.0%,27.3%,0.16,3.90,,,,,,,,,,
,4183,宇野弥生,1,22.9%,86.7%,63.3%,20.0%,3.3%,0.14,1.80,,,,,,,,,,
,4183,宇野弥生,2,16.8%,68.2%,31.8%,13.6%,22.7%,0.12,2.40,,,,,,,,,,
,4183,宇野弥生,3,16.8%,40.9%,18.2%,18.2%,4.5%,0.13,2.30,,,,,,,,,,
,4183,宇野弥生,4,13.7%,61.1%,27.8%,16.7%,16.7%,0.11,1.60,,,,,,,,,,
,4183,宇野弥生,5,11.5%,40.0%,6.7%,13.3%,20.0%,0.14,2.50,,,,,,,,,,
,4183,宇野弥生,6,18.3%,29.2%,4.2%,8.3%,16.7%,0.13,2.30,,,,,,,,,,
,4475,末永祐輝,1,20.0%,77.8%,55.6%,18.5%,3.7%,0.13,2.10,,,,,,,,,,
,4475,末永祐輝,2,20.0%,66.7%,11.1%,37.0%,18.5%,0.16,3.30,,,,,,,,,,
,4475,末永祐輝,3,14.1%,68.4%,21.1%,31.6%,15.8%,0.16,3.30,,,,,,,,,,
,4475,末永祐輝,4,16.3%,59.1%,9.1%,18.2%,31.8%,0.14,2.80,,,,,,,,,,
,4475,末永祐輝,5,14.1%,42.1%,10.5%,5.3%,26.3%,0.17,3.40,,,,,,,,,,
,4475,末永祐輝,6,15.6%,28.6%,0.0%,9.5%,19.0%,0.15,3.50,,,,,,,,,,
,4644,山田亮太,1,20.6%,81.0%,61.9%,9.5%,9.5%,0.15,2.70,,,,,,,,,,
,4644,山田亮太,2,13.7%,42.9%,21.4%,0.0%,21.4%,0.18,3.20,,,,,,,,,,
,4644,山田亮太,3,16.7%,76.5%,29.4%,23.5%,23.5%,0.14,3.20,,,,,,,,,,
,4644,山田亮太,4,22.5%,56.5%,8.7%,17.4%,30.4%,0.13,3.50,,,,,,,,,,
,4644,山田亮太,5,14.7%,53.3%,6.7%,33.3%,13.3%,0.16,3.20,,,,,,,,,,
,4644,山田亮太,6,11.8%,41.7%,0.0%,8.3%,33.3%,0.15,3.40,,,,,,,,,,
,4839,四宮与寛,1,18.5%,86.4%,45.5%,27.3%,13.6%,0.12,3.10,,,,,,,,,,
,4839,四宮与寛,2,16.8%,65.0%,15.0%,25.0%,25.0%,0.15,3.70,,,,,,,,,,
,4839,四宮与寛,3,14.3%,64.7%,17.6%,35.3%,11.8%,0.11,2.60,,,,,,,,,,
,4839,四宮与寛,4,19.3%,47.8%,4.3%,30.4%,13.0%,0.11,2.10,,,,,,,,,,
,4839,四宮与寛,5,16.8%,55.0%,5.0%,25.0%,25.0%,0.13,2.80,,,,,,,,,,
,4839,四宮与寛,6,14.3%,41.2%,17.6%,11.8%,11.8%,0.12,3.40,,,,,,,,,,
,5136,濱野斗馬,1,22.2%,86.7%,60.0%,16.7%,10.0%,0.14,2.60,,,,,,,,,,
,5136,濱野斗馬,2,11.1%,60.0%,0.0%,40.0%,20.0%,0.17,3.40,,,,,,,,,,
,5136,濱野斗馬,3,19.3%,61.5%,7.7%,26.9%,26.9%,0.16,3.50,,,,,,,,,,
,5136,濱野斗馬,4,14.8%,45.0%,30.0%,0.0%,15.0%,0.17,3.30,,,,,,,,,,
,5136,濱野斗馬,5,16.3%,54.5%,18.2%,9.1%,27.3%,0.17,3.80,,,,,,,,,,
,5136,濱野斗馬,6,16.3%,31.8%,0.0%,9.1%,22.7%,0.19,4.70,,,,,,,,,,
,3406,中里英夫,1,19.2%,79.2%,37.5%,41.7%,0.0%,0.18,3.70,,,,,,,,,,
,3406,中里英夫,2,16.8%,61.9%,4.8%,28.6%,28.6%,0.15,3.90,,,,,,,,,,
,3406,中里英夫,3,16.8%,76.2%,19.0%,28.6%,28.6%,0.16,3.90,,,,,,,,,,
,3406,中里英夫,4,15.2%,63.2%,15.8%,31.6%,15.8%,0.19,4.10,,,,,,,,,,
,3406,中里英夫,5,17.6%,40.9%,4.5%,4.5%,31.8%,0.16,4.00,,,,,,,,,,
,3406,中里英夫,6,14.4%,44.4%,0.0%,11.1%,33.3%,0.19,4.60,,,,,,,,,,
,3574,大神康司,1,20.0%,90.5%,81.0%,4.8%,4.8%,0.14,2.50,,,,,,,,,,
,3574,大神康司,2,52.4%,52.7%,21.8%,18.2%,12.7%,0.15,3.10,,,,,,,,,,
,3574,大神康司,3,23.8%,40.0%,8.0%,28.0%,4.0%,0.15,2.80,,,,,,,,,,
,3574,大神康司,4,3.8%,25.0%,0.0%,0.0%,25.0%,0.24,4.00,,,,,,,,,,
,3574,大神康司,5,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,3574,大神康司,6,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,4059,入澤友治,1,15.0%,93.8%,81.2%,6.2%,6.2%,0.15,2.30,,,,,,,,,,
,4059,入澤友治,2,16.8%,72.2%,5.6%,50.0%,16.7%,0.15,3.60,,,,,,,,,,
,4059,入澤友治,3,15.0%,68.8%,18.8%,25.0%,25.0%,0.16,2.90,,,,,,,,,,
,4059,入澤友治,4,20.6%,63.6%,31.8%,18.2%,13.6%,0.14,2.40,,,,,,,,,,
,4059,入澤友治,5,18.7%,35.0%,5.0%,15.0%,15.0%,0.16,3.00,,,,,,,,,,
,4059,入澤友治,6,14.0%,33.3%,0.0%,6.7%,26.7%,0.15,3.00,,,,,,,,,,
,4819,蜂須瑞生,1,16.8%,94.4%,55.6%,27.8%,11.1%,0.14,2.20,,,,,,,,,,
,4819,蜂須瑞生,2,17.8%,78.9%,15.8%,42.1%,21.1%,0.18,2.90,,,,,,,,,,
,4819,蜂須瑞生,3,16.8%,88.9%,22.2%,27.8%,38.9%,0.15,2.10,,,,,,,,,,
,4819,蜂須瑞生,4,14.0%,60.0%,20.0%,26.7%,13.3%,0.15,2.80,,,,,,,,,,
,4819,蜂須瑞生,5,20.6%,27.3%,4.5%,4.5%,18.2%,0.15,3.00,,,,,,,,,,
,4819,蜂須瑞生,6,14.0%,13.3%,0.0%,6.7%,6.7%,0.19,4.50,,,,,,,,,,
,4057,松井賢治,1,20.9%,85.7%,57.1%,17.9%,10.7%,0.15,3.20,,,,,,,,,,
,4057,松井賢治,2,16.4%,77.3%,22.7%,22.7%,31.8%,0.15,3.30,,,,,,,,,,
,4057,松井賢治,3,18.7%,64.0%,8.0%,28.0%,28.0%,0.15,3.00,,,,,,,,,,
,4057,松井賢治,4,17.2%,43.5%,8.7%,13.0%,21.7%,0.16,3.30,,,,,,,,,,
,4057,松井賢治,5,12.7%,52.9%,0.0%,35.3%,17.6%,0.18,3.60,,,,,,,,,,
,4057,松井賢治,6,14.2%,15.8%,0.0%,5.3%,10.5%,0.16,4.40,,,,,,,,,,
,4144,石塚久也,1,20.2%,95.0%,60.0%,20.0%,15.0%,0.20,5.10,,,,,,,,,,
,4144,石塚久也,2,16.2%,56.2%,12.5%,18.8%,25.0%,0.20,5.10,,,,,,,,,,
,4144,石塚久也,3,16.2%,50.0%,6.2%,25.0%,18.8%,0.16,3.90,,,,,,,,,,
,4144,石塚久也,4,13.1%,69.2%,23.1%,30.8%,15.4%,0.16,4.50,,,,,,,,,,
,4144,石塚久也,5,17.2%,58.8%,5.9%,35.3%,17.6%,0.20,4.10,,,,,,,,,,
,4144,石塚久也,6,17.2%,47.1%,0.0%,17.6%,29.4%,0.21,4.60,,,,,,,,,,
,4551,三川昂暁,1,19.4%,84.6%,34.6%,19.2%,30.8%,0.17,2.90,,,,,,,,,,
,4551,三川昂暁,2,18.7%,80.0%,16.0%,36.0%,28.0%,0.18,3.80,,,,,,,,,,
,4551,三川昂暁,3,15.7%,57.1%,23.8%,19.0%,14.3%,0.15,3.20,,,,,,,,,,
,4551,三川昂暁,4,17.9%,54.2%,12.5%,12.5%,29.2%,0.17,3.90,,,,,,,,,,
,4551,三川昂暁,5,13.4%,55.6%,5.6%,5.6%,44.4%,0.21,3.80,,,,,,,,,,
,4551,三川昂暁,6,14.9%,30.0%,5.0%,5.0%,20.0%,0.19,3.60,,,,,,,,,,
,4568,廣瀬真也,1,19.3%,95.7%,78.3%,4.3%,13.0%,0.15,1.90,,,,,,,,,,
,4568,廣瀬真也,2,16.0%,57.9%,0.0%,26.3%,31.6%,0.15,3.20,,,,,,,,,,
,4568,廣瀬真也,3,16.0%,57.9%,5.3%,15.8%,36.8%,0.16,2.50,,,,,,,,,,
,4568,廣瀬真也,4,20.2%,50.0%,12.5%,16.7%,20.8%,0.15,2.40,,,,,,,,,,
,4568,廣瀬真也,5,12.6%,40.0%,0.0%,20.0%,20.0%,0.19,4.00,,,,,,,,,,
,4568,廣瀬真也,6,16.0%,42.1%,5.3%,5.3%,31.6%,0.19,3.80,,,,,,,,,,
,4630,岩永雅人,1,19.9%,74.1%,51.9%,14.8%,7.4%,0.19,3.70,,,,,,,,,,
,4630,岩永雅人,2,12.5%,52.9%,5.9%,17.6%,29.4%,0.17,3.10,,,,,,,,,,
,4630,岩永雅人,3,18.4%,68.0%,28.0%,28.0%,12.0%,0.15,3.00,,,,,,,,,,
,4630,岩永雅人,4,18.4%,72.0%,24.0%,24.0%,24.0%,0.15,2.80,,,,,,,,,,
,4630,岩永雅人,5,12.5%,47.1%,23.5%,0.0%,23.5%,0.18,3.10,,,,,,,,,,
,4630,岩永雅人,6,18.4%,32.0%,4.0%,20.0%,8.0%,0.17,4.00,,,,,,,,,,
,4401,小林泰,1,21.1%,87.5%,58.3%,20.8%,8.3%,0.12,1.90,,,,,,,,,,
,4401,小林泰,2,14.0%,62.5%,6.2%,50.0%,6.2%,0.15,2.70,,,,,,,,,,
,4401,小林泰,3,16.7%,57.9%,5.3%,36.8%,15.8%,0.14,2.70,,,,,,,,,,
,4401,小林泰,4,17.5%,60.0%,10.0%,15.0%,35.0%,0.15,2.80,,,,,,,,,,
,4401,小林泰,5,16.7%,26.3%,10.5%,10.5%,5.3%,0.15,3.30,,,,,,,,,,
,4401,小林泰,6,14.0%,31.2%,0.0%,12.5%,18.8%,0.15,3.00,,,,,,,,,,
,4600,井内将太郎,1,19.1%,84.0%,80.0%,0.0%,4.0%,0.13,1.90,,,,,,,,,,
,4600,井内将太郎,2,16.0%,57.1%,23.8%,19.0%,14.3%,0.15,2.30,,,,,,,,,,
,4600,井内将太郎,3,14.5%,78.9%,10.5%,36.8%,31.6%,0.13,2.10,,,,,,,,,,
,4600,井内将太郎,4,15.3%,55.0%,20.0%,10.0%,25.0%,0.11,2.70,,,,,,,,,,
,4600,井内将太郎,5,19.1%,48.0%,0.0%,8.0%,40.0%,0.13,2.40,,,,,,,,,,
,4600,井内将太郎,6,16.0%,23.8%,0.0%,9.5%,14.3%,0.13,2.90,,,,,,,,,,
,5145,島川海輝,1,21.6%,88.9%,66.7%,14.8%,7.4%,0.14,2.80,,,,,,,,,,
,5145,島川海輝,2,15.2%,52.6%,21.1%,26.3%,5.3%,0.16,2.90,,,,,,,,,,
,5145,島川海輝,3,20.0%,68.0%,20.0%,28.0%,20.0%,0.15,2.40,,,,,,,,,,
,5145,島川海輝,4,14.4%,55.6%,16.7%,16.7%,22.2%,0.13,2.80,,,,,,,,,,
,5145,島川海輝,5,16.0%,45.0%,5.0%,10.0%,30.0%,0.15,3.00,,,,,,,,,,
,5145,島川海輝,6,12.8%,18.8%,12.5%,0.0%,6.2%,0.17,3.90,,,,,,,,,,
,3232,山川美由紀,1,17.3%,88.9%,50.0%,27.8%,11.1%,0.14,2.90,,,,,,,,,,
,3232,山川美由紀,2,17.3%,88.9%,5.6%,44.4%,38.9%,0.17,3.20,,,,,,,,,,
,3232,山川美由紀,3,19.2%,55.0%,5.0%,15.0%,35.0%,0.17,2.80,,,,,,,,,,
,3232,山川美由紀,4,17.3%,44.4%,0.0%,16.7%,27.8%,0.16,3.60,,,,,,,,,,
,3232,山川美由紀,5,16.3%,52.9%,5.9%,17.6%,29.4%,0.14,3.20,,,,,,,,,,
,3232,山川美由紀,6,12.5%,15.4%,7.7%,0.0%,7.7%,0.18,4.10,,,,,,,,,,
,3641,一瀬明,1,19.8%,75.0%,45.8%,20.8%,8.3%,0.15,3.00,,,,,,,,,,
,3641,一瀬明,2,18.2%,72.7%,13.6%,31.8%,27.3%,0.17,3.70,,,,,,,,,,
,3641,一瀬明,3,15.7%,63.2%,15.8%,26.3%,21.1%,0.15,3.30,,,,,,,,,,
,3641,一瀬明,4,19.0%,56.5%,26.1%,17.4%,13.0%,0.17,3.00,,,,,,,,,,
,3641,一瀬明,5,15.7%,31.6%,5.3%,5.3%,21.1%,0.18,2.90,,,,,,,,,,
,3641,一瀬明,6,11.6%,50.0%,0.0%,28.6%,21.4%,0.14,3.40,,,,,,,,,,
,3888,山本英志,1,15.9%,90.5%,52.4%,28.6%,9.5%,0.14,2.70,,,,,,,,,,
,3888,山本英志,2,17.4%,65.2%,13.0%,13.0%,39.1%,0.15,2.90,,,,,,,,,,
,3888,山本英志,3,15.2%,70.0%,10.0%,40.0%,20.0%,0.15,2.70,,,,,,,,,,
,3888,山本英志,4,21.2%,50.0%,10.7%,7.1%,32.1%,0.14,3.10,,,,,,,,,,
,3888,山本英志,5,15.9%,47.6%,0.0%,33.3%,14.3%,0.15,2.60,,,,,,,,,,
,3888,山本英志,6,14.4%,36.8%,5.3%,15.8%,15.8%,0.16,3.40,,,,,,,,,,
,4293,鈴木智啓,1,20.8%,90.0%,66.7%,20.0%,3.3%,0.15,3.10,,,,,,,,,,
,4293,鈴木智啓,2,16.0%,56.5%,8.7%,30.4%,17.4%,0.15,3.20,,,,,,,,,,
,4293,鈴木智啓,3,14.6%,61.9%,4.8%,23.8%,33.3%,0.17,3.00,,,,,,,,,,
,4293,鈴木智啓,4,13.2%,52.6%,5.3%,15.8%,31.6%,0.16,3.10,,,,,,,,,,
,4293,鈴木智啓,5,17.4%,52.0%,12.0%,28.0%,12.0%,0.17,3.40,,,,,,,,,,
,4293,鈴木智啓,6,18.1%,38.5%,15.4%,3.8%,19.2%,0.15,3.30,,,,,,,,,,
,4703,森永隆,1,24.8%,85.2%,63.0%,7.4%,14.8%,0.13,2.50,,,,,,,,,,
,4703,森永隆,2,15.6%,64.7%,5.9%,29.4%,29.4%,0.16,3.10,,,,,,,,,,
,4703,森永隆,3,15.6%,52.9%,11.8%,41.2%,0.0%,0.14,3.20,,,,,,,,,,
,4703,森永隆,4,16.5%,61.1%,11.1%,11.1%,38.9%,0.13,2.70,,,,,,,,,,
,4703,森永隆,5,14.7%,43.8%,6.2%,25.0%,12.5%,0.14,2.40,,,,,,,,,,
,4703,森永隆,6,12.8%,28.6%,0.0%,0.0%,28.6%,0.16,3.40,,,,,,,,,,
,4834,浜本裕己,1,16.3%,100.0%,85.0%,5.0%,10.0%,0.13,2.80,,,,,,,,,,
,4834,浜本裕己,2,17.9%,72.7%,27.3%,31.8%,13.6%,0.14,2.90,,,,,,,,,,
